index,Date (EST),Contents,Category,Post Title,Date_Ext,token_text,sentiment_py,same_pred
10,2018/10/09,"@NITTNUT_ Hello! The preload period typically starts 48 hours before release, according to the timer you can find from Library>Purchased and selecting the game. Have you checked with the publisher when your region will have preload available? ^AS @NITTNUT_ Hello! The preload period typically starts 48 hours before release, according to the timer you can find from Library>Purchased and selecting the game. Have you checked with the publisher when your region will have preload available? ^AS",neutral,"@NITTNUT_ Hello! The preload period typically starts 48 hours before release, according to the timer you can find from Library>Purchased and selecting the game. Have you checked with the publisher when your region will have preload available? ^AS",2018/10/09,"['SCREEN_NAME', '', 'hello', '', 'the', 'preload', 'period', 'typically', 'starts', '48', 'hours', 'before', 'release', '', 'according', 'to', 'the', 'timer', 'you', 'can', 'find', 'from', 'library', '', 'purchased', 'and', 'selecting', 'the', 'game', '', 'have', 'you', 'checked', 'with', 'the', 'publisher', 'when', 'your', 'region', 'will', 'have', 'preload', 'available', '', 'as', 'SCREEN_NAME', '', 'hello', '', 'the', 'preload', 'period', 'typically', 'starts', '48', 'hours', 'before', 'release', '', 'according', 'to', 'the', 'timer', 'you', 'can', 'find', 'from', 'library', '', 'purchased', 'and', 'selecting', 'the', 'game', '', 'have', 'you', 'checked', 'with', 'the', 'publisher', 'when', 'your', 'region', 'will', 'have', 'preload', 'available', '', 'as']",negative,0.0
11,2018/10/09,"@_KieranWiilson Ok, have you tried resetting the controller? You can find a guide for this here: https://t.co/0XuzU8uBdV. ^NL @_KieranWiilson Ok, have you tried resetting the controller? You can find a guide for this here: https://t.co/0XuzU8uBdV. ^NL",neutral,"@_KieranWiilson Ok, have you tried resetting the controller? You can find a guide for this here: https://t.co/0XuzU8uBdV. ^NL",2018/10/09,"['SCREEN_NAME', 'ok', '', 'have', 'you', 'tried', 'resetting', 'the', 'controller', '', 'you', 'can', 'find', 'a', 'guide', 'for', 'this', 'here', 'nl', 'SCREEN_NAME', 'ok', '', 'have', 'you', 'tried', 'resetting', 'the', 'controller', '', 'you', 'can', 'find', 'a', 'guide', 'for', 'this', 'here', 'nl']",positive,0.0
12,2018/10/07,"@CarlosR63520401 We really need you download this file from our website, then install on your console. This way you can fix this issue in your console. @CarlosR63520401 We really need you download this file from our website, then install on your console. This way you can fix this issue in your console.",neutral,"@CarlosR63520401 We really need you download this file from our website, then install on your console. This way you can fix this issue in your console.",2018/10/07,"['SCREEN_NAME', 'we', 'really', 'need', 'you', 'download', 'this', 'file', 'from', 'our', 'website', '', 'then', 'install', 'on', 'your', 'console', '', 'this', 'way', 'you', 'can', 'fix', 'this', 'issue', 'in', 'your', 'console', '', 'SCREEN_NAME', 'we', 'really', 'need', 'you', 'download', 'this', 'file', 'from', 'our', 'website', '', 'then', 'install', 'on', 'your', 'console', '', 'this', 'way', 'you', 'can', 'fix', 'this', 'issue', 'in', 'your', 'console', '']",neutral,1.0
13,2018/10/08,"@TheTorete_CF Hi, here to help you! We could not see the attachment. Please provide us with more details about your concern. @TheTorete_CF Hi, here to help you! We could not see the attachment. Please provide us with more details about your concern.",neutral,"@TheTorete_CF Hi, here to help you! We could not see the attachment. Please provide us with more details about your concern.",2018/10/08,"['SCREEN_NAME', 'hi', '', 'here', 'to', 'help', 'you', '', 'we', 'could', 'not', 'see', 'the', 'attachment', '', 'please', 'provide', 'us', 'with', 'more', 'details', 'about', 'your', 'concern', '', 'SCREEN_NAME', 'hi', '', 'here', 'to', 'help', 'you', '', 'we', 'could', 'not', 'see', 'the', 'attachment', '', 'please', 'provide', 'us', 'with', 'more', 'details', 'about', 'your', 'concern', '']",positive,0.0
14,2018/10/08,@i7f8_ Hi! We don't have an accurate time frame for this but we are still looking into it and will hopefully have a solution soon. ^DK @i7f8_ Hi! We don't have an accurate time frame for this but we are still looking into it and will hopefully have a solution soon. ^DK,neutral,@i7f8_ Hi! We don't have an accurate time frame for this but we are still looking into it and will hopefully have a solution soon. ^DK,2018/10/08,"['SCREEN_NAME', '', 'hi', '', 'we', 'do', 'nt', 'have', 'an', 'accurate', 'time', 'frame', 'for', 'this', 'but', 'we', 'are', 'still', 'looking', 'into', 'it', 'and', 'will', 'hopefully', 'have', 'a', 'solution', 'soon', '', 'dk', 'SCREEN_NAME', '', 'hi', '', 'we', 'do', 'nt', 'have', 'an', 'accurate', 'time', 'frame', 'for', 'this', 'but', 'we', 'are', 'still', 'looking', 'into', 'it', 'and', 'will', 'hopefully', 'have', 'a', 'solution', 'soon', '', 'dk']",positive,0.0
15,2018/10/09,@SladeEdwardsWP Hi! Sorry to hear that! Have you checked out this page on cancelling them? You should be able to contact us via phone or email to cancel it: https://t.co/H8xO83SxIz ^MM @SladeEdwardsWP Hi! Sorry to hear that! Have you checked out this page on cancelling them? You should be able to contact us via phone or email to cancel it: https://t.co/H8xO83SxIz ^MM,neutral,@SladeEdwardsWP Hi! Sorry to hear that! Have you checked out this page on cancelling them? You should be able to contact us via phone or email to cancel it: https://t.co/H8xO83SxIz ^MM,2018/10/09,"['SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'have', 'you', 'checked', 'out', 'this', 'page', 'on', 'cancelling', 'them', '', 'you', 'should', 'be', 'able', 'to', 'contact', 'us', 'via', 'phone', 'or', 'email', 'to', 'cancel', 'it', 'mm', 'SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'have', 'you', 'checked', 'out', 'this', 'page', 'on', 'cancelling', 'them', '', 'you', 'should', 'be', 'able', 'to', 'contact', 'us', 'via', 'phone', 'or', 'email', 'to', 'cancel', 'it', 'mm']",neutral,1.0
16,2018/10/08,"@jemmadm Ok, are there any messages about overheating or any error codes, or just plain shutdown with no explanation whatsoever? ^NL @jemmadm Ok, are there any messages about overheating or any error codes, or just plain shutdown with no explanation whatsoever? ^NL",negative,"@jemmadm Ok, are there any messages about overheating or any error codes, or just plain shutdown with no explanation whatsoever? ^NL",2018/10/08,"['SCREEN_NAME', 'ok', '', 'are', 'there', 'any', 'messages', 'about', 'overheating', 'or', 'any', 'error', 'codes', '', 'or', 'just', 'plain', 'shutdown', 'with', 'no', 'explanation', 'whatsoever', '', 'nl', 'SCREEN_NAME', 'ok', '', 'are', 'there', 'any', 'messages', 'about', 'overheating', 'or', 'any', 'error', 'codes', '', 'or', 'just', 'plain', 'shutdown', 'with', 'no', 'explanation', 'whatsoever', '', 'nl']",neutral,0.0
17,2018/10/08,PlayStation Now is the Greatest Streaming Service for Video games: https://t.co/y9hK02K5cy via @YouTube PlayStation Now is the Greatest Streaming Service for Video games: https://t.co/y9hK02K5cy via @YouTube,neutral,PlayStation Now is the Greatest Streaming Service for Video games: https://t.co/y9hK02K5cy via @YouTube,2018/10/08,"['playstation', 'now', 'is', 'the', 'greatest', 'streaming', 'service', 'for', 'video', 'games', 'via', 'SCREEN_NAME', 'playstation', 'now', 'is', 'the', 'greatest', 'streaming', 'service', 'for', 'video', 'games', 'via', 'SCREEN_NAME']",positive,0.0
18,2018/10/07,@FireCrotchCoral @Alejandroid1979 @BeastFireTimdog @YouTube They also said they didnât do crossplay. PS5 will have BC cause itâs revenue. Tons of PS4 games can still be purchased without having to remake them. MS has BC yet those games are on Gamepass so PSNow wonât be a factor. The main issue is PS4âs inability to emulate PS3 games. @FireCrotchCoral @Alejandroid1979 @BeastFireTimdog @YouTube They also said they didnât do crossplay. PS5 will have BC cause itâs revenue. Tons of PS4 games can still be purchased without having to remake them. MS has BC yet those games are on Gamepass so PSNow wonât be a factor. The main issue is PS4âs inability to emulate PS3 games.,negative,@FireCrotchCoral @Alejandroid1979 @BeastFireTimdog @YouTube They also said they didnât do crossplay. PS5 will have BC cause itâs revenue. Tons of PS4 games can still be purchased without having to remake them. MS has BC yet those games are on Gamepass so PSNow wonât be a factor. The main issue is PS4âs inability to emulate PS3 games.,2018/10/07,"['SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'they', 'also', 'said', 'they', 'didnt', 'do', 'crossplay', '', 'ps5', 'will', 'have', 'bc', 'cause', 'its', 'revenue', '', 'tons', 'of', 'ps4', 'games', 'can', 'still', 'be', 'purchased', 'without', 'having', 'to', 'remake', 'them', '', 'ms', 'has', 'bc', 'yet', 'those', 'games', 'are', 'on', 'gamepass', 'so', 'psnow', 'wont', 'be', 'a', 'factor', '', 'the', 'main', 'issue', 'is', 'ps4s', 'inability', 'to', 'emulate', 'ps3', 'games', '', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'they', 'also', 'said', 'they', 'didnt', 'do', 'crossplay', '', 'ps5', 'will', 'have', 'bc', 'cause', 'its', 'revenue', '', 'tons', 'of', 'ps4', 'games', 'can', 'still', 'be', 'purchased', 'without', 'having', 'to', 'remake', 'them', '', 'ms', 'has', 'bc', 'yet', 'those', 'games', 'are', 'on', 'gamepass', 'so', 'psnow', 'wont', 'be', 'a', 'factor', '', 'the', 'main', 'issue', 'is', 'ps4s', 'inability', 'to', 'emulate', 'ps3', 'games', '']",neutral,0.0
19,2018/10/07,@Stfhj1 Hi! Sorry to hear that! Can I check that you are using the steps and file here: https://t.co/7I8fC2e4mJ ^MM @Stfhj1 Hi! Sorry to hear that! Can I check that you are using the steps and file here: https://t.co/7I8fC2e4mJ ^MM,neutral,@Stfhj1 Hi! Sorry to hear that! Can I check that you are using the steps and file here: https://t.co/7I8fC2e4mJ ^MM,2018/10/07,"['SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'can', 'i', 'check', 'that', 'you', 'are', 'using', 'the', 'steps', 'and', 'file', 'here', 'mm', 'SCREEN_NAME', 'hi', '', 'sorry', 'to', 'hear', 'that', '', 'can', 'i', 'check', 'that', 'you', 'are', 'using', 'the', 'steps', 'and', 'file', 'here', 'mm']",negative,0.0
20,2018/10/08,@damien05666622 Try to contact us again over the chat by clearing your browser's cache. If the issue persists try using a different network or a different device or contact our phone support. @damien05666622 Try to contact us again over the chat by clearing your browser's cache. If the issue persists try using a different network or a different device or contact our phone support.,negative,@damien05666622 Try to contact us again over the chat by clearing your browser's cache. If the issue persists try using a different network or a different device or contact our phone support.,2018/10/08,"['SCREEN_NAME', 'try', 'to', 'contact', 'us', 'again', 'over', 'the', 'chat', 'by', 'clearing', 'your', 'browser', 's', 'cache', '', 'if', 'the', 'issue', 'persists', 'try', 'using', 'a', 'different', 'network', 'or', 'a', 'different', 'device', 'or', 'contact', 'our', 'phone', 'support', '', 'SCREEN_NAME', 'try', 'to', 'contact', 'us', 'again', 'over', 'the', 'chat', 'by', 'clearing', 'your', 'browser', 's', 'cache', '', 'if', 'the', 'issue', 'persists', 'try', 'using', 'a', 'different', 'network', 'or', 'a', 'different', 'device', 'or', 'contact', 'our', 'phone', 'support', '']",neutral,0.0
21,2018/10/09,"@ag_Gamer_ Please start your console in safe mode and choose option 5 Rebuild Database: https://t.co/OOaq76kzAA This option scans the drive and creates a new database of all content. @ag_Gamer_ Please start your console in safe mode and choose option 5 Rebuild Database: https://t.co/OOaq76kzAA 
This option scans the drive and creates a new database of all content.",neutral,"@ag_Gamer_ Please start your console in safe mode and choose option 5 Rebuild Database: https://t.co/OOaq76kzAA 
This option scans the drive and creates a new database of all content.",2018/10/09,"['SCREEN_NAME', '', 'please', 'start', 'your', 'console', 'in', 'safe', 'mode', 'and', 'choose', 'option', '5', 'rebuild', 'database', 'this', 'option', 'scans', 'the', 'drive', 'and', 'creates', 'a', 'new', 'database', 'of', 'all', 'content', '', 'SCREEN_NAME', '', 'please', 'start', 'your', 'console', 'in', 'safe', 'mode', 'and', 'choose', 'option', '5', 'rebuild', 'database', 'this', 'option', 'scans', 'the', 'drive', 'and', 'creates', 'a', 'new', 'database', 'of', 'all', 'content', '']",positive,0.0
22,2018/10/09,"@joonsson Hello! We certainly can help. Could you let me know which devices you've attempted this purchase from? If any attempts were from the console, could you let me know the error code and message you received? ^AS @joonsson Hello! We certainly can help. Could you let me know which devices you've attempted this purchase from? If any attempts were from the console, could you let me know the error code and message you received? ^AS",negative,"@joonsson Hello! We certainly can help. Could you let me know which devices you've attempted this purchase from? If any attempts were from the console, could you let me know the error code and message you received? ^AS",2018/10/09,"['SCREEN_NAME', 'hello', '', 'we', 'certainly', 'can', 'help', '', 'could', 'you', 'let', 'me', 'know', 'which', 'devices', 'you', 've', 'attempted', 'this', 'purchase', 'from', '', 'if', 'any', 'attempts', 'were', 'from', 'the', 'console', '', 'could', 'you', 'let', 'me', 'know', 'the', 'error', 'code', 'and', 'message', 'you', 'received', '', 'as', 'SCREEN_NAME', 'hello', '', 'we', 'certainly', 'can', 'help', '', 'could', 'you', 'let', 'me', 'know', 'which', 'devices', 'you', 've', 'attempted', 'this', 'purchase', 'from', '', 'if', 'any', 'attempts', 'were', 'from', 'the', 'console', '', 'could', 'you', 'let', 'me', 'know', 'the', 'error', 'code', 'and', 'message', 'you', 'received', '', 'as']",neutral,0.0
23,2018/10/08,"@ChloeRoseeBurns Do you know which account these payment methods are attached to? Any purchases, including subscription renewals, would show in transaction history. Do you have purchase confirmation emails for the dates of these transactions? ^AS @ChloeRoseeBurns Do you know which account these payment methods are attached to? Any purchases, including subscription renewals, would show in transaction history. Do you have purchase confirmation emails for the dates of these transactions? ^AS",neutral,"@ChloeRoseeBurns Do you know which account these payment methods are attached to? Any purchases, including subscription renewals, would show in transaction history. Do you have purchase confirmation emails for the dates of these transactions? ^AS",2018/10/08,"['SCREEN_NAME', 'do', 'you', 'know', 'which', 'account', 'these', 'payment', 'methods', 'are', 'attached', 'to', '', 'any', 'purchases', '', 'including', 'subscription', 'renewals', '', 'would', 'show', 'in', 'transaction', 'history', '', 'do', 'you', 'have', 'purchase', 'confirmation', 'emails', 'for', 'the', 'dates', 'of', 'these', 'transactions', '', 'as', 'SCREEN_NAME', 'do', 'you', 'know', 'which', 'account', 'these', 'payment', 'methods', 'are', 'attached', 'to', '', 'any', 'purchases', '', 'including', 'subscription', 'renewals', '', 'would', 'show', 'in', 'transaction', 'history', '', 'do', 'you', 'have', 'purchase', 'confirmation', 'emails', 'for', 'the', 'dates', 'of', 'these', 'transactions', '', 'as']",neutral,1.0
24,2018/10/08,"@Totthott77 Then you must go to the following FAQ and read beneath ""Has my account been compromised?"" for assistance with regaining control of your account, as it looks to be compromised: https://t.co/yioO6gCNl2 ^DB @Totthott77 Then you must go to the following FAQ and read beneath ""Has my account been compromised?"" for assistance with regaining control of your account, as it looks to be compromised: https://t.co/yioO6gCNl2 ^DB",neutral,"@Totthott77 Then you must go to the following FAQ and read beneath ""Has my account been compromised?"" for assistance with regaining control of your account, as it looks to be compromised: https://t.co/yioO6gCNl2 ^DB",2018/10/08,"['SCREEN_NAME', 'then', 'you', 'must', 'go', 'to', 'the', 'following', 'faq', 'and', 'read', 'beneath', '', 'has', 'my', 'account', 'been', 'compromised', '', '', 'for', 'assistance', 'with', 'regaining', 'control', 'of', 'your', 'account', '', 'as', 'it', 'looks', 'to', 'be', 'compromised', 'db', 'SCREEN_NAME', 'then', 'you', 'must', 'go', 'to', 'the', 'following', 'faq', 'and', 'read', 'beneath', '', 'has', 'my', 'account', 'been', 'compromised', '', '', 'for', 'assistance', 'with', 'regaining', 'control', 'of', 'your', 'account', '', 'as', 'it', 'looks', 'to', 'be', 'compromised', 'db']",neutral,1.0
25,2018/10/08,@RyuCereal In order for us to make further suggestions would you let us know the last step you tried from the suggested article: https://t.co/cUXuBEew8d? @RyuCereal In order for us to make further suggestions would you let us know the last step you tried from the suggested article: https://t.co/cUXuBEew8d?,neutral,@RyuCereal In order for us to make further suggestions would you let us know the last step you tried from the suggested article: https://t.co/cUXuBEew8d?,2018/10/08,"['SCREEN_NAME', 'in', 'order', 'for', 'us', 'to', 'make', 'further', 'suggestions', 'would', 'you', 'let', 'us', 'know', 'the', 'last', 'step', 'you', 'tried', 'from', 'the', 'suggested', 'article', '', 'SCREEN_NAME', 'in', 'order', 'for', 'us', 'to', 'make', 'further', 'suggestions', 'would', 'you', 'let', 'us', 'know', 'the', 'last', 'step', 'you', 'tried', 'from', 'the', 'suggested', 'article', '']",neutral,1.0
26,2018/10/09,@ScreamYourBeard Here you have the article about issues with 2 step verification feature: https://t.co/oiLkb8DKLj Scroll all the way down and there you will find more contact options. @ScreamYourBeard Here you have the article about issues with 2 step verification feature: https://t.co/oiLkb8DKLj Scroll all the way down and there you will find more contact options.,neutral,@ScreamYourBeard Here you have the article about issues with 2 step verification feature: https://t.co/oiLkb8DKLj Scroll all the way down and there you will find more contact options.,2018/10/09,"['SCREEN_NAME', 'here', 'you', 'have', 'the', 'article', 'about', 'issues', 'with', '2', 'step', 'verification', 'feature', 'scroll', 'all', 'the', 'way', 'down', 'and', 'there', 'you', 'will', 'find', 'more', 'contact', 'options', '', 'SCREEN_NAME', 'here', 'you', 'have', 'the', 'article', 'about', 'issues', 'with', '2', 'step', 'verification', 'feature', 'scroll', 'all', 'the', 'way', 'down', 'and', 'there', 'you', 'will', 'find', 'more', 'contact', 'options', '']",neutral,1.0
27,2018/10/08,@BulletHellHoney @JayDubcity16 So you will be able to stream and play Red Dead 2 on your phone on PSNow? Asking for a friend ð https://t.co/alNo85S3yo @BulletHellHoney @JayDubcity16 So you will be able to stream and play Red Dead 2 on your phone on PSNow? Asking for a friend ð https://t.co/alNo85S3yo,neutral,@BulletHellHoney @JayDubcity16 So you will be able to stream and play Red Dead 2 on your phone on PSNow? Asking for a friend ð https://t.co/alNo85S3yo,2018/10/08,"['SCREEN_NAME', 'SCREEN_NAME', 'so', 'you', 'will', 'be', 'able', 'to', 'stream', 'and', 'play', 'red', 'dead', '2', 'on', 'your', 'phone', 'on', 'psnow', '', 'asking', 'for', 'a', 'friend', '', 'SCREEN_NAME', 'SCREEN_NAME', 'so', 'you', 'will', 'be', 'able', 'to', 'stream', 'and', 'play', 'red', 'dead', '2', 'on', 'your', 'phone', 'on', 'psnow', '', 'asking', 'for', 'a', 'friend', '']",neutral,1.0
