index,Date (EST),Contents,Category,Post Title,Date_Ext,token_text,sentiment_py,same_pred
29,10/15/2017,@Deathmog Hi there! What's happening with this game? ^EG @Deathmog Hi there! What's happening with this game? ^EG,neutral,@Deathmog Hi there! What's happening with this game? ^EG,10/15/2017,"['SCREEN_NAME', 'hi', 'there', '', 'what', 's', 'happening', 'with', 'this', 'game', '', 'eg', 'SCREEN_NAME', 'hi', 'there', '', 'what', 's', 'happening', 'with', 'this', 'game', '', 'eg']",negative,0.0
30,10/15/2017,@DerekDickson17 Have you tried resetting your password? ^MN @DerekDickson17 Have you tried resetting your password? ^MN,negative,@DerekDickson17 Have you tried resetting your password? ^MN,10/15/2017,"['SCREEN_NAME', 'have', 'you', 'tried', 'resetting', 'your', 'password', '', 'mn', 'SCREEN_NAME', 'have', 'you', 'tried', 'resetting', 'your', 'password', '', 'mn']",neutral,0.0
31,10/13/2017,Trouble starting your PS4? Safe Mode can help! Learn more: https://t.co/ZdzyLOQdmp https://t.co/wOd5zjUu4j Trouble starting your PS4? Safe Mode can help! Learn more: https://t.co/ZdzyLOQdmp https://t.co/wOd5zjUu4j,neutral,Trouble starting your PS4? Safe Mode can help! Learn more: https://t.co/ZdzyLOQdmp https://t.co/wOd5zjUu4j,10/13/2017,"['trouble', 'starting', 'your', 'ps4', '', 'safe', 'mode', 'can', 'help', '', 'learn', 'more', 'trouble', 'starting', 'your', 'ps4', '', 'safe', 'mode', 'can', 'help', '', 'learn', 'more']",neutral,1.0
32,10/14/2017,@Jonghoe1232 Hi there. Let's look into that. Please power cycle your network devices and try again:Â https://t.co/UUMNDRIFMj @Jonghoe1232 Hi there. Let's look into that. Please power cycle your network devices and try again:Â https://t.co/UUMNDRIFMj,neutral,@Jonghoe1232 Hi there. Let's look into that. Please power cycle your network devices and try again:Â https://t.co/UUMNDRIFMj,10/14/2017,"['SCREEN_NAME', 'hi', 'there', '', 'let', 's', 'look', 'into', 'that', '', 'please', 'power', 'cycle', 'your', 'network', 'devices', 'and', 'try', 'again', '', 'SCREEN_NAME', 'hi', 'there', '', 'let', 's', 'look', 'into', 'that', '', 'please', 'power', 'cycle', 'your', 'network', 'devices', 'and', 'try', 'again', '']",neutral,1.0
33,10/16/2017,@tobywyllie Please see here https://t.co/C4IEBRtN4y for further troubleshooting steps on this ^ES @tobywyllie Please see here https://t.co/C4IEBRtN4y for further troubleshooting steps on this ^ES,neutral,@tobywyllie Please see here https://t.co/C4IEBRtN4y for further troubleshooting steps on this ^ES,10/16/2017,"['SCREEN_NAME', 'please', 'see', 'here', 'for', 'further', 'troubleshooting', 'steps', 'on', 'this', 'es', 'SCREEN_NAME', 'please', 'see', 'here', 'for', 'further', 'troubleshooting', 'steps', 'on', 'this', 'es']",neutral,1.0
34,10/15/2017,PlayStation Now Will Bring PS4 Games to your PC https://t.co/TL4aspkFMf PlayStation Now Will Bring PS4 Games to your PC https://t.co/TL4aspkFMf,neutral,PlayStation Now Will Bring PS4 Games to your PC https://t.co/TL4aspkFMf,10/15/2017,"['playstation', 'now', 'will', 'bring', 'ps4', 'games', 'to', 'your', 'pc', 'playstation', 'now', 'will', 'bring', 'ps4', 'games', 'to', 'your', 'pc']",neutral,1.0
35,10/13/2017,"@henry3suarezg1 Hi there. Let's look into that. For refund info, please check the following link: https://t.co/MInrgZSl48 @henry3suarezg1 Hi there. Let's look into that. For refund info, please check the following link: https://t.co/MInrgZSl48",neutral,"@henry3suarezg1 Hi there. Let's look into that. For refund info, please check the following link: https://t.co/MInrgZSl48",10/13/2017,"['SCREEN_NAME', 'hi', 'there', '', 'let', 's', 'look', 'into', 'that', '', 'for', 'refund', 'info', '', 'please', 'check', 'the', 'following', 'link', 'SCREEN_NAME', 'hi', 'there', '', 'let', 's', 'look', 'into', 'that', '', 'for', 'refund', 'info', '', 'please', 'check', 'the', 'following', 'link']",neutral,1.0
36,10/13/2017,@AshvirJohal We will be in touch via DM as soon as we can ^EG @AshvirJohal We will be in touch via DM as soon as we can ^EG,neutral,@AshvirJohal We will be in touch via DM as soon as we can ^EG,10/13/2017,"['SCREEN_NAME', 'we', 'will', 'be', 'in', 'touch', 'via', 'dm', 'as', 'soon', 'as', 'we', 'can', 'eg', 'SCREEN_NAME', 'we', 'will', 'be', 'in', 'touch', 'via', 'dm', 'as', 'soon', 'as', 'we', 'can', 'eg']",neutral,1.0
37,10/15/2017,"@Sony @sonybrasil @SonyLatin @PlayStation now it's been 4 days since @Sony did not solve my problem @sonybrasil @SonyLatin @PlayStation #shameonyou #shametohaveasony #shameonyousony @Sony @sonybrasil @SonyLatin @PlayStation now it's been 4 days since @Sony did not solve my problem
@sonybrasil @SonyLatin @PlayStation
#shameonyou #shametohaveasony #shameonyousony",neutral,"@Sony @sonybrasil @SonyLatin @PlayStation now it's been 4 days since @Sony did not solve my problem
@sonybrasil @SonyLatin @PlayStation
#shameonyou #shametohaveasony #shameonyousony",10/15/2017,"['SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'now', 'it', 's', 'been', '4', 'days', 'since', 'SCREEN_NAME', 'did', 'not', 'solve', 'my', 'problem', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', '', 'shameonyou', '', 'shametohaveasony', '', 'shameonyousony', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', 'now', 'it', 's', 'been', '4', 'days', 'since', 'SCREEN_NAME', 'did', 'not', 'solve', 'my', 'problem', 'SCREEN_NAME', 'SCREEN_NAME', 'SCREEN_NAME', '', 'shameonyou', '', 'shametohaveasony', '', 'shameonyousony']",neutral,1.0
38,10/15/2017,@chandlerconner5 Hello Chandler. Let's look into that. Do you see an error message or an error code? Please provide us more details. @chandlerconner5 Hello Chandler. Let's look into that. Do you see an error message or an error code? Please provide us more details.,negative,@chandlerconner5 Hello Chandler. Let's look into that. Do you see an error message or an error code? Please provide us more details.,10/15/2017,"['SCREEN_NAME', 'hello', 'chandler', '', 'let', 's', 'look', 'into', 'that', '', 'do', 'you', 'see', 'an', 'error', 'message', 'or', 'an', 'error', 'code', '', 'please', 'provide', 'us', 'more', 'details', '', 'SCREEN_NAME', 'hello', 'chandler', '', 'let', 's', 'look', 'into', 'that', '', 'do', 'you', 'see', 'an', 'error', 'message', 'or', 'an', 'error', 'code', '', 'please', 'provide', 'us', 'more', 'details', '']",positive,0.0
39,10/16/2017,"@SatchelKing It shouldn't do, see https://t.co/QgPpDKhVVl ^ES @SatchelKing It shouldn't do, see https://t.co/QgPpDKhVVl ^ES",neutral,"@SatchelKing It shouldn't do, see https://t.co/QgPpDKhVVl ^ES",10/16/2017,"['SCREEN_NAME', 'it', 'should', 'nt', 'do', '', 'see', 'es', 'SCREEN_NAME', 'it', 'should', 'nt', 'do', '', 'see', 'es']",neutral,1.0
40,10/16/2017,@omarelakhrass Hi there! I'm going to send you a DM. Please follow us if you haven't already ^ES @omarelakhrass Hi there! I'm going to send you a DM. Please follow us if you haven't already ^ES,positive,@omarelakhrass Hi there! I'm going to send you a DM. Please follow us if you haven't already ^ES,10/16/2017,"['SCREEN_NAME', 'hi', 'there', '', 'i', 'm', 'going', 'to', 'send', 'you', 'a', 'dm', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', 'es', 'SCREEN_NAME', 'hi', 'there', '', 'i', 'm', 'going', 'to', 'send', 'you', 'a', 'dm', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', 'es']",neutral,0.0
41,10/14/2017,"@AskPlayStation Hey, I wasnt aware. I would be charged pass trial for PSNow, I don't want it, can I get a refund? @AskPlayStation Hey, I wasnt aware. I would be charged  pass trial for PSNow, I don't  want it, can I get a refund?",negative,"@AskPlayStation Hey, I wasnt aware. I would be charged  pass trial for PSNow, I don't  want it, can I get a refund?",10/14/2017,"['SCREEN_NAME', 'hey', '', 'i', 'was', 'nt', 'aware', '', 'i', 'would', 'be', 'charged', 'pass', 'trial', 'for', 'psnow', '', 'i', 'do', 'nt', 'want', 'it', '', 'can', 'i', 'get', 'a', 'refund', '', 'SCREEN_NAME', 'hey', '', 'i', 'was', 'nt', 'aware', '', 'i', 'would', 'be', 'charged', 'pass', 'trial', 'for', 'psnow', '', 'i', 'do', 'nt', 'want', 'it', '', 'can', 'i', 'get', 'a', 'refund', '']",neutral,0.0
42,10/13/2017,@oLighte Sorry for the inconvenience. Please let us know the region of your PSN account. @oLighte Sorry for the inconvenience. Please let us know the region of your PSN account.,negative,@oLighte Sorry for the inconvenience. Please let us know the region of your PSN account.,10/13/2017,"['SCREEN_NAME', 'sorry', 'for', 'the', 'inconvenience', '', 'please', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', '', 'SCREEN_NAME', 'sorry', 'for', 'the', 'inconvenience', '', 'please', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', '']",negative,1.0
43,10/13/2017,@kal_ruairi Sorry to hear this. Try resetting and turning off your router for few minutes and then try again ^EG @kal_ruairi Sorry to hear this. Try resetting and turning off your router for few minutes and then try again ^EG,negative,@kal_ruairi Sorry to hear this. Try resetting and turning off your router for few minutes and then try again ^EG,10/13/2017,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'this', '', 'try', 'resetting', 'and', 'turning', 'off', 'your', 'router', 'for', 'few', 'minutes', 'and', 'then', 'try', 'again', 'eg', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'this', '', 'try', 'resetting', 'and', 'turning', 'off', 'your', 'router', 'for', 'few', 'minutes', 'and', 'then', 'try', 'again', 'eg']",negative,1.0
44,10/15/2017,@AlexHannon04 In this case please contact our support by calling 0203 538 2665 tomorrow morning from 10:30 for further help ^EG @AlexHannon04 In this case please contact our support by calling 0203 538 2665 tomorrow morning from 10:30 for further help ^EG,neutral,@AlexHannon04 In this case please contact our support by calling 0203 538 2665 tomorrow morning from 10:30 for further help ^EG,10/15/2017,"['SCREEN_NAME', 'in', 'this', 'case', 'please', 'contact', 'our', 'support', 'by', 'calling', '0203', '538', '2665', 'tomorrow', 'morning', 'from', 'for', 'further', 'help', 'eg', 'SCREEN_NAME', 'in', 'this', 'case', 'please', 'contact', 'our', 'support', 'by', 'calling', '0203', '538', '2665', 'tomorrow', 'morning', 'from', 'for', 'further', 'help', 'eg']",neutral,1.0
