GUID,Date (EST),URL,Contents,Author,Name,Country,State/Region,City/Urban Area,Category,Emotion,Source,Gender,Posts,Followers,Following,Post Title,Post Type,Image URL,Brand
1037701743331758080,9/6/2018,http://twitter.com/AskPlayStation/status/1037701743331758080,@notKades Sorry to hear that. Once funds have been added to the wallet the funds cannot be transferred from one PSN account to another.,@AskPlayStation,Ask PlayStation,,,,Negative,Sadness,Twitter,,832055,1355682,3128,@notKades Sorry to hear that. Once funds have been added to the wallet the funds cannot be transferred from one PSN account to another.,Reply,,
1038084448850456577,9/7/2018,http://twitter.com/AskPS_UK/status/1038084448850456577,@Clayton65608063 Hello! Have you made sure these have been downloaded via [Library] > [Purchased] > [Spider-Man]? Check the add-on list on the left hand side and make sure you've nabbed em there. ^DB,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,318433,116531,23,@Clayton65608063 Hello! Have you made sure these have been downloaded via [Library] > [Purchased] > [Spider-Man]? Check the add-on list on the left hand side and make sure you've nabbed em there. ^DB,Reply,,
1037195019583737858,9/5/2018,http://twitter.com/AskPlayStation/status/1037195019583737858,@aobthanyPSgamer Thanks for the details Abdullah. We sent you the contact info you need through DM.,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,831585,1355388,3130,@aobthanyPSgamer Thanks for the details Abdullah. We sent you the contact info you need through DM.,Reply,,
1037701316603207682,9/6/2018,http://twitter.com/Sony/status/1037701316603207682,@HaydenR65087665 True.,@Sony,Sony,United States of America,New York,New York,Neutral,Unclassified,Twitter,,23529,4211281,1680,@HaydenR65087665 True.,Reply,,
1036946437815377920,9/4/2018,http://twitter.com/AskPS_UK/status/1036946437815377920,"@Ridz203 Hi! If your console is having issues connecting, check out the troubleshooting here: https://t.co/5icg9ywSJG Let us know how you get on! ^MM",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,316668,116041,23,"@Ridz203 Hi! If your console is having issues connecting, check out the troubleshooting here: https://t.co/5icg9ywSJG
Let us know how you get on! ^MM",Reply,,
1037334507094003712,9/5/2018,http://twitter.com/AskPS_UK/status/1037334507094003712,@AlexWattsEsq Hello! Did you receive an error code if these attempts were made from the console? Do you already own and have downloaded directly from the Store the year 1 expansions Warmind and Curse of Osiris? Please check this and let me know if they've been downloaded. ^AS,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,317263,116223,23,@AlexWattsEsq Hello! Did you receive an error code if these attempts were made from the console? Do you already own and have downloaded directly from the Store the year 1 expansions Warmind and Curse of Osiris? Please check this and let me know if they've been downloaded. ^AS,Reply,,
1037740764124667905,9/6/2018,http://twitter.com/AskPlayStation/status/1037740764124667905,"@Z0eLPmamJzmkkYM Hi, here to help you! Please follow this link for more info on how to recover acces to your PSN account: https://t.co/6Cv9bgut2Q",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,832113,1355718,3128,"@Z0eLPmamJzmkkYM Hi, here to help you! Please follow this link for more info on how to recover acces to your PSN account: https://t.co/6Cv9bgut2Q",Reply,,
1036281838585737216,9/2/2018,http://twitter.com/AskPS_UK/status/1036281838585737216,"@King_of_Classy Alright, for me to help you further I'll need to send you a DM. Please follow us and let me know when you do so I can send a DM. ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,315756,115834,23,"@King_of_Classy Alright, for me to help you further I'll need to send you a DM. Please follow us and let me know when you do so I can send a DM. ^AS",Reply,,
1038257335511203845,9/7/2018,http://twitter.com/AskPlayStation/status/1038257335511203845,"@helpmex31 Hi, here to help you! For refund info, please check the following link: https://t.co/MInrgZSl48",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,832697,1356625,3127,"@helpmex31 Hi, here to help you!  For refund info, please check the following link: https://t.co/MInrgZSl48",Reply,,
1038106882525855745,9/7/2018,http://twitter.com/SickOfThisShit2/status/1038106882525855745,@JayBari_TOA @Puertorock77_ @SUPERSONIC4k Guys guys guys spider-man is out come oooooon...we all know PC gamers don't care about psnow niggas is trollin out this mf... web on fellas,@SickOfThisShit2,SickOfThisShitGaming,United States of America,Florida,,Negative,Sadness,Twitter,,609,96,205,@JayBari_TOA @Puertorock77_ @SUPERSONIC4k Guys guys guys spider-man is out come oooooon...we all know PC gamers don't care about psnow niggas is trollin out this mf... web on fellas,Reply,,
1036248640220803072,9/2/2018,http://twitter.com/AskPlayStation/status/1036248640220803072,@enripajo We have sent you a Direct Message via Twitter with further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,830655,1354819,3132,@enripajo We have sent you a Direct Message via Twitter with further instructions.,Reply,,
1036305422393716737,9/2/2018,http://twitter.com/AskPS_UK/status/1036305422393716737,"@Cookieinthehood Alright, when you mention the App are you viewing this from Mobile? Are you able to check on the console? ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,315837,115841,23,"@Cookieinthehood Alright, when you mention the App are you viewing this from Mobile? Are you able to check on the console? ^AS",Reply,,
1035954641517928448,9/1/2018,http://twitter.com/AskPS_UK/status/1035954641517928448,@Legion_Steve I'm going to need to send you a DM to help you further. Please make sure that you are following us so that I can send you it. ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,315326,115721,23,@Legion_Steve I'm going to need to send you a DM to help you further. Please make sure that you are following us so that I can send you it. ^MM,Reply,,
1037368505790869505,9/5/2018,http://twitter.com/AskPlayStation/status/1037368505790869505,@PercivallFTW We have sent you a Direct Message via Twitter with further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,831730,1355497,3130,@PercivallFTW We have sent you a Direct Message via Twitter with further instructions.,Reply,,
1037079020846895104,9/4/2018,http://twitter.com/AskPS_UK/status/1037079020846895104,@jordanhardy844 Hi there! Unfortunately we do not have this information yet. It will be known once the game is released. ^GA,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,317004,116148,23,@jordanhardy844 Hi there! Unfortunately we do not have this information yet. It will be known once the game is released. ^GA,Reply,,
1036636665840852993,9/3/2018,http://twitter.com/AskPS_UK/status/1036636665840852993,"@IAmTheBaMan Hello! The Digital Deluxe edition contains this: https://t.co/yUaYFnlBu4. If you mean a physical edition, please check with retailers if they are stocking such editions. ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,316250,115942,23,"@IAmTheBaMan Hello! The Digital Deluxe edition contains this: https://t.co/yUaYFnlBu4. If you mean a physical edition, please check with retailers if they are stocking such editions. ^DB",Reply,,
1035827447974060032,9/1/2018,http://twitter.com/AskPS_UK/status/1035827447974060032,"@LucasMi21277236 OK, could you please select Option 4 from Safe Mode? ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,315000,115643,23,"@LucasMi21277236 OK, could you please select Option 4 from Safe Mode? ^AS",Reply,,
1037085945693175813,9/4/2018,http://twitter.com/AskPS_UK/status/1037085945693175813,@Abdou023 Hi there! You can apply for a refund here: https://t.co/1X9cmqrhsH. The option is near the bottom. ^GA,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,317032,116153,23,@Abdou023 Hi there! You can apply for a refund here: https://t.co/1X9cmqrhsH. The option is near the bottom. ^GA,Reply,,
1038467850036551682,9/8/2018,http://twitter.com/AskPS_UK/status/1038467850036551682,@Le7halBadger Hi! Sorry to hear that! Have you tried running safe mode 4 and 5? Deleting and re-installing the game is also a good place to start: https://t.co/tQyTWPhJif Let us know how you get on! ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Neutral,Twitter,,319218,116772,23,"@Le7halBadger Hi! Sorry to hear that! Have you tried running safe mode 4 and 5? Deleting and re-installing the game is also a good place to start: https://t.co/tQyTWPhJif
Let us know how you get on! ^MM",Reply,,
1036594737334157312,9/3/2018,http://twitter.com/AskPS_UK/status/1036594737334157312,@TheCleez Okay so in the store are both expansions showing as 'Free' or 'Purchased'? ^DK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,316116,115912,23,@TheCleez Okay so in the store are both expansions showing as 'Free' or 'Purchased'? ^DK,Reply,,
1036995344049922048,9/4/2018,http://twitter.com/SeanyBoi2704/status/1036995344049922048,@PlayStation And when will playstation now will be available in NZ?,@SeanyBoi2704,Sean Taruia-Ringiao,New Zealand,,,Neutral,Neutral,Twitter,M,7034,108,744,@PlayStation And when will playstation now will be available in NZ?,Reply,,
1037755320557285376,9/6/2018,http://twitter.com/AskPlayStation/status/1037755320557285376,@Christo0576 Here to help. Please provide us with more details of this issue in order to assist you better. Please let us know the exact error message or error code that you see.,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,832151,1355717,3128,@Christo0576 Here to help. Please provide us with more details of this issue in order to assist you better. Please let us know the exact error message or error code that you see.,Reply,,
1036262018821570560,9/2/2018,http://twitter.com/AskPS_UK/status/1036262018821570560,"@chrisjowett73 Ah sorry, mistake there. It will likely be downloads that haven't completed and other data associated with those. Have you made sure to clear out your Notifications, and delete any games you don't want to keep on that external HDD anymore? ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,315681,115824,23,"@chrisjowett73 Ah sorry, mistake there. It will likely be downloads that haven't completed and other data associated with those. Have you made sure to clear out your Notifications, and delete any games you don't want to keep on that external HDD anymore? ^DB",Reply,,
1035932466022899713,9/1/2018,http://twitter.com/AskPS_UK/status/1035932466022899713,@aiMTecGHOST_ Ok. I'm going to need to send you a DM. Please make sure that you are following us so that I can send you it. ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,315253,115713,23,@aiMTecGHOST_ Ok. I'm going to need to send you  a DM. Please make sure that you are following us  so that I can send you it. ^MM,Reply,,
1037396433807265792,9/5/2018,http://twitter.com/AskPS_UK/status/1037396433807265792,@TommyGreggers Could you let us know what steps has the troubleshooting tool advised? ^GA,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,317440,116273,23,@TommyGreggers Could you let us know what steps has the troubleshooting tool advised? ^GA,Reply,,
1035805881773056000,9/1/2018,http://twitter.com/AskPS_UK/status/1035805881773056000,"@JaydenHancock3 Hello! Have you used the following page with all of your PSN accounts to unlink them from Spotify, then try to relink to the desirec PSN account? https://t.co/UybABrxO2J ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,314974,115628,23,"@JaydenHancock3 Hello! Have you used the following page with all of your PSN accounts to unlink them from Spotify, then try to relink to the desirec PSN account? https://t.co/UybABrxO2J ^AS",Reply,,
1036599116669837313,9/3/2018,http://twitter.com/AskPS_UK/status/1036599116669837313,"@Hodges91Paul I'll DM you now Paul, please make sure you're following us so that I can. ^DK",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,316126,115917,23,"@Hodges91Paul I'll DM you now Paul, please make sure you're following us so that I can. ^DK",Reply,,
1038102606927876096,9/7/2018,http://twitter.com/AskPlayStation/status/1038102606927876096,"@ehab064 Hello, glad to assist you! Please follow the steps in the next link to deactivate all other consoles via PC:  https://t.co/QXOsdgLTi7",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,832508,1356223,3128,"@ehab064 Hello, glad to assist you! Please follow the steps in the next link to deactivate all other consoles via PC:  https://t.co/QXOsdgLTi7",Reply,,
1036978689756614656,9/4/2018,http://twitter.com/PlayStationUK/status/1036978689756614656,Everyone has a dark side. Martin Li's just happens to be a Super Villain. #SpiderManPS4 https://t.co/BOTAKxPeFx https://t.co/eNHdEjePrM,@PlayStationUK,PlayStation UK,United States of America,,,Neutral,Joy,Twitter,,19168,626617,277,Everyone has a dark side. Martin Li's just happens to be a Super Villain. #SpiderManPS4 https://t.co/BOTAKxPeFx https://t.co/eNHdEjePrM,Tweet,,
1036908509424746496,9/4/2018,http://twitter.com/AskPS_UK/status/1036908509424746496,@deepsubs Hi there! You can review our cancellation policy and apply for a refund here: https://t.co/7mBqL3cRkd. The option is near the bottom. ^NL,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,316592,116027,23,@deepsubs Hi there! You can review our cancellation policy and apply for a refund here: https://t.co/7mBqL3cRkd. The option is near the bottom. ^NL,Reply,,
1035813358270930944,9/1/2018,http://twitter.com/AskPS_UK/status/1035813358270930944,"@swoopdahswoop Thank you for clarifying that. I'll send you a DM about this. Please follow us if you haven't already, so that I'll be able to send it. ^GA",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,314986,115634,23,"@swoopdahswoop Thank you for clarifying that. I'll send you a DM about this. Please follow us if you haven't already, so that I'll be able to send it. ^GA",Reply,,
1036211544126840832,9/2/2018,http://twitter.com/AskPS_UK/status/1036211544126840832,@Ferg666 I'm afraid that's not possible. Age restrictions are in place because some content might not be age-appropriate if your son is younger than the indicated age. ^GA,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Unclassified,Twitter,,315553,115794,23,@Ferg666 I'm afraid that's not possible. Age restrictions are in place because some content might not be age-appropriate if your son is younger than the indicated age. ^GA,Reply,,
1036317539654164480,9/2/2018,http://twitter.com/AskPS_UK/status/1036317539654164480,"@cjmurphyXx When the console has fully powered down with no power light indicator showing, what happens if you hold the power button down? Do you get an initial beep, then another after 7 seconds? ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,315873,115848,23,"@cjmurphyXx When the console has fully powered down with no power light indicator showing, what happens if you hold the power button down? Do you get an initial beep, then another after 7 seconds? ^AS",Reply,,
1038238461562691584,9/7/2018,http://twitter.com/AskPlayStation/status/1038238461562691584,@ThatQUAG In order for us to make further suggestions would you let us know the last step you tried from the suggested article: https://t.co/cUXuBEew8d?,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,832668,1356588,3127,@ThatQUAG In order for us to make further suggestions would you let us know the last step you tried from the suggested article: https://t.co/cUXuBEew8d?,Reply,,
1037547385105395712,9/5/2018,http://twitter.com/AskPlayStation/status/1037547385105395712,"@Cooper39122121 Not a problem. Due to security restrictions, we cannot handle this kind of issues via Twitter. We suggest to scroll down until the bottom of the page we previously sent. The ""Live Chat"" option should be available.",@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,831991,1355618,3130,"@Cooper39122121 Not a problem. Due to security restrictions, we cannot handle this kind of issues via Twitter. We suggest to scroll down until the bottom of the page we previously sent. The ""Live Chat"" option should be available.",Reply,,
1035976514913923073,9/1/2018,http://twitter.com/AskPS_UK/status/1035976514913923073,@Coreydbz But Paypal works fine on the console? ^DK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,315385,115735,23,@Coreydbz But Paypal works fine on the console? ^DK,Reply,,
1037753935535255552,9/6/2018,http://twitter.com/AskPlayStation/status/1037753935535255552,@BjarniGlyvradal Can you please provide us the error code or message that you are receiving?,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,832142,1355732,3128,@BjarniGlyvradal Can you please provide us the error code or message that you are receiving?,Reply,,
1035948820880707584,9/1/2018,http://twitter.com/AskPS_UK/status/1035948820880707584,"@JemmaMaier If your transaction history shows no record, can you try and purchase it via your console instead? ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,315312,115714,23,"@JemmaMaier If your transaction history shows no record, can you try and purchase it via your console instead? ^DB",Reply,,
1038538946035281920,9/8/2018,http://twitter.com/AskPS_UK/status/1038538946035281920,@xApplezz_YT Hi! Nothing to worry about. For EU accounts the pre-order bonuses become available as soon as the game does. ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,319473,116805,23,@xApplezz_YT Hi! Nothing to worry about. For EU accounts the pre-order bonuses become available as soon as the game does. ^MM,Reply,,
1038512498436177920,9/8/2018,http://twitter.com/AskPS_UK/status/1038512498436177920,@sfox85779001 Hi! Sorry to hear that! Are you looking on this page: https://t.co/7I8fC2e4mJ ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,319366,116806,23,@sfox85779001 Hi! Sorry to hear that! Are you looking on this page: https://t.co/7I8fC2e4mJ ^MM,Reply,,
1037390387307065344,9/5/2018,http://twitter.com/AskPS_UK/status/1037390387307065344,"@waynegraham86 Apologies for any misunderstanding. Our cases are resolved in a queue based system. We can't prioritise our give a time frame for when cases will be resolved, so sorry if it was made to seem this way. Please await contact from our team, thanks for your patience ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,317426,116273,23,"@waynegraham86 Apologies for any misunderstanding. Our cases are resolved in a queue based system. We can't prioritise our give a time frame for when cases will be resolved, so sorry if it was made to seem this way. Please await contact from our team, thanks for your patience ^AS",Reply,,
1036307084348928000,9/2/2018,http://twitter.com/AskPS_UK/status/1036307084348928000,@Cookieinthehood This is likely. There was an Update released recently which may have preloaded most of then content. It would be best to check with the publisher for clarification however if you're worried about long downloads! ^AS,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,315845,115842,23,@Cookieinthehood This is likely. There was an Update released recently which may have preloaded most of then content. It would be best to check with the publisher for clarification however if you're worried about long downloads! ^AS,Reply,,
1038123104499892224,9/7/2018,http://twitter.com/AskPS_UK/status/1038123104499892224,@sampurnell Ok. We have received some reports today about other players having the same issue. We are currently looking into it and hopefully will have a solution soon. ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Fear,Twitter,,318603,116580,23,@sampurnell Ok. We have received some reports today about other players having the same issue. We are currently looking into it and hopefully will have a solution soon.  ^MM,Reply,,
1038490329413046272,9/8/2018,http://twitter.com/AskPlayStation/status/1038490329413046272,"@Potatom81529977 Glad to know that everything is working fine now. If you have any other problem or doubt feel free to contact us back, we are always here to help you!",@AskPlayStation,Ask PlayStation,,,,Negative,Joy,Twitter,,832841,1356940,3127,"@Potatom81529977 Glad to know that everything is working fine now. If you have any other problem or doubt feel free to contact us back, we are always here to help you!",Reply,,
1038562172782161921,9/8/2018,http://twitter.com/AskPlayStation/status/1038562172782161921,"@AlexT_1578 Hello, glad to assist you! Please follow this link for more info on how to reset your password: https://t.co/6Cv9bgut2Q",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,832918,1357103,3127,"@AlexT_1578 Hello, glad to assist you! Please follow this link for more info on how to reset your password: https://t.co/6Cv9bgut2Q",Reply,,
1036983372394979329,9/4/2018,http://twitter.com/AskPS_UK/status/1036983372394979329,"@Tadinho_7 Hello! Please our online troubleshooter with steps to resolve this issue, and details on how to book a repair if needed. Let me know how you get on! https://t.co/VNN8yy1roy ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,316760,116062,23,"@Tadinho_7 Hello! Please our online troubleshooter with steps to resolve this issue, and details on how to book a repair if needed. Let me know how you get on! https://t.co/VNN8yy1roy ^AS",Tweet,,
1036055109095108608,9/1/2018,http://twitter.com/AskPlayStation/status/1036055109095108608,"@OG_Wheels Hi there. Sorry to hear that! Please access this link https://t.co/cUXuBEew8d, choose ""I can't sign in to PSN"" and follow the troubleshooting steps to solve this error.",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,830576,1354696,3131,"@OG_Wheels Hi there. Sorry to hear that! Please access this link https://t.co/cUXuBEew8d, choose ""I can't sign in to PSN"" and follow the troubleshooting steps to solve this error.",Reply,,
1038089035057639424,9/7/2018,http://twitter.com/AskPS_UK/status/1038089035057639424,"@Clayton65608063 Ok, try and restore your licenses. You can do that by going into [Settings] > [Account Management] > [Restore Licenses]. Restart the console and try again. ^NL",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,318450,116536,23,"@Clayton65608063 Ok, try and restore your licenses. You can do that by going into [Settings] > [Account Management] > [Restore Licenses]. Restart the console and try again. ^NL",Reply,,
1036440030619807744,9/2/2018,http://twitter.com/AskPlayStation/status/1036440030619807744,@pyro1k Sorry for that. This might be cased due to corrupted data on your system. Please start your system in safe mode and rebuild the database: https://t.co/NiCy6xiXKC,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,830854,1354912,3131,@pyro1k Sorry for that. This might be cased due to corrupted data on your system. Please start your system in safe mode and rebuild the database: https://t.co/NiCy6xiXKC,Reply,,
1037059598136627206,9/4/2018,http://twitter.com/AskPS_UK/status/1037059598136627206,"@Tj52082786 Hello! We can't help you without knowing what your issues are, so can you let us know, please? Give as much info as possible. ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,316949,116121,23,"@Tj52082786 Hello! We can't help you without knowing what your issues are, so can you let us know, please? Give as much info as possible. ^DB",Reply,,
1038452976279609344,9/8/2018,http://twitter.com/AskPS_UK/status/1038452976279609344,"@kyleh210805 Hello! If you don't have access to the console at hand, you can remotely deactivate via this guide. Please be aware this can only be done once every 6 months by yourself, so you are best deactivating on the other console if you can: https://t.co/Qdd1SbV7eh ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,319158,116752,23,"@kyleh210805 Hello! If you don't have access to the console at hand, you can remotely deactivate via this guide. Please be aware this can only be done once every 6 months by yourself, so you are best deactivating on the other console if you can: https://t.co/Qdd1SbV7eh ^DB",Reply,,
1035863432346705921,9/1/2018,http://twitter.com/AskPS_UK/status/1035863432346705921,@crawford_hull Not long now till the 7th! ^AS,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Fear,Twitter,,315064,115673,23,@crawford_hull Not long now till the 7th! ^AS,Reply,,
1038141944931737602,9/7/2018,http://twitter.com/AskPS_UK/status/1038141944931737602,@TheKingsKlaw The network is up and running as far as we can see: https://t.co/hJVJr1ZQxf However We have had some reports of users having this issue. We are aware of it and are looking into a solution. ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,318660,116607,23,"@TheKingsKlaw The network is up and running as far as we can see: https://t.co/hJVJr1ZQxf
However We have had some reports of users having this issue. We are aware of it and are looking into a solution. ^MM",Reply,,
1036545442455142401,9/3/2018,http://twitter.com/AskPS_UK/status/1036545442455142401,@constantinidisd Do you frequently add or remove this card from your account? ^DK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,316031,115903,23,@constantinidisd Do you frequently add or remove this card from your account? ^DK,Reply,,
1036268188462473222,9/2/2018,http://twitter.com/AskPlayStation/status/1036268188462473222,"@ja95_u Thanks for contacting! Once you have created your account, you cannot change the country in which it is registered. https://t.co/mj1xAGC6hY",@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,830684,1354846,3132,"@ja95_u Thanks for contacting! Once you have created your account, you cannot change the country in which it is registered. https://t.co/mj1xAGC6hY",Reply,,
