GUID,Date (EST),URL,Contents,Author,Name,Country,State/Region,City/Urban Area,Category,Emotion,Source,Gender,Posts,Followers,Following,Post Title,Post Type,Image URL,Brand
1088491575599136770,2019/01/24,http://twitter.com/AskPS_UK/status/1088491575599136770,"@TheMidgetOne Hello sorry to hear that, can you please follow the steps for this given here: https://t.co/ALqyxEOt3i ^NJ",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,381356,131533,23,"@TheMidgetOne Hello sorry to hear that, can you please follow the steps for this given here: https://t.co/ALqyxEOt3i ^NJ",Reply,,
1088019199857971203,2019/01/23,http://twitter.com/waikeifung/status/1088019199857971203,"PlayStation Now is coming soon to Spain, Italy, Portugal, Denmark, Norway, Finland and Sweden https://t.co/GayAOEtDcW via @PlayStationEU",@waikeifung,Wai Kei Fung,Sweden,,,Neutral,Neutral,Twitter,,14986,335,851,"PlayStation Now is coming soon to Spain, Italy, Portugal, Denmark, Norway, Finland and Sweden https://t.co/GayAOEtDcW via @PlayStationEU",Tweet,,
1087714018226302976,2019/01/22,http://twitter.com/AskPlayStation/status/1087714018226302976,@nino_obojes Please make sure that you format the USB to exFAT before downloading the file.,@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,885036,1393213,3091,@nino_obojes Please make sure that you format the USB to exFAT before downloading the file.,Reply,,
1088545348086321154,2019/01/24,http://twitter.com/AskPS_UK/status/1088545348086321154,"@seann_mears I'll send you a DM about this. Please follow us if you haven't already, so that I'll be able to send it. ^GA",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,381453,131541,23,"@seann_mears I'll send you a DM about this. Please follow us if you haven't already, so that I'll be able to send it. ^GA",Reply,,
1087963630069518336,2019/01/23,http://twitter.com/yosp/status/1087963630069518336,@Sting1_JP I enjoyed it very much!,@yosp,Shuhei Yoshida,Japan,Tokyo,Tokyo,Positive,Joy,Twitter,M,51289,323249,1129,@Sting1_JP I enjoyed it very much!,Reply,,
1089198557809311744,2019/01/26,http://twitter.com/Unoriginal_weeb/status/1089198557809311744,"Man PlayStation Now is so great, so many cool games to play there",@Unoriginal_weeb,Jorge,,,,Positive,Joy,Twitter,M,270,13,56,"Man PlayStation Now is so great, so many cool games to play there",Tweet,,
1089304143284588544,2019/01/26,http://twitter.com/AskPlayStation/status/1089304143284588544,@socetious Please check your DM's for more instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,886457,1393532,3087,@socetious Please check your DM's for more instructions.,Reply,,
1087442811409043456,2019/01/21,http://twitter.com/AskPlayStation/status/1087442811409043456,"@diddlyuk Please go to the following article about changing the password: https://t.co/V5bCXrkqA1 In the question showed, select ""No"" and follow the steps available.",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,884859,1393341,3091,"@diddlyuk Please go to the following article about changing the password: https://t.co/V5bCXrkqA1
In the question showed, select ""No"" and follow the steps available.",Reply,,
1088912442204266496,2019/01/25,http://twitter.com/MsNatx/status/1088912442204266496,Fireplace plus tv stuff blew surge protector. Fireplace lives in naked corner now. PlayStation now on floor because internet cable isn't long enough to go above tv. POOOOOOO! https://t.co/1VCRbSsHtR,@MsNatx,Nat X,Canada,,,Positive,Neutral,Twitter,M,4685,322,248,"Fireplace plus tv stuff blew surge protector.
Fireplace lives in naked corner now. 
PlayStation now on floor because internet cable isn't long enough to go above tv. 
POOOOOOO! https://t.co/1VCRbSsHtR",Tweet,,
1088944602193817600,2019/01/25,http://twitter.com/AskPlayStation/status/1088944602193817600,@MandaFnPanda Hi there! Let us know your question please.,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,886123,1393353,3086,@MandaFnPanda Hi there! Let us know your question please.,Reply,,
1089241733836230656,2019/01/26,http://twitter.com/AskPlayStation/status/1089241733836230656,@Headdressedwolf Hi Austin. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,@AskPlayStation,Ask PlayStation,,,,Positive,Neutral,Twitter,,886360,1393470,3086,@Headdressedwolf Hi Austin. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,Reply,,
1087484746857398274,2019/01/21,http://twitter.com/AskPlayStation/status/1087484746857398274,@BigMoneyButtons In order for us to make further suggestions would you let us know the last step you tried from the article provided?,@AskPlayStation,Ask PlayStation,,,,Negative,Neutral,Twitter,,884913,1393324,3091,@BigMoneyButtons In order for us to make further suggestions would you let us know the last step you tried from the article provided?,Reply,,
1088541831904849925,2019/01/24,http://twitter.com/AskPS_UK/status/1088541831904849925,"@EliminateAnime I'll send you a DM about this. Please follow us if you haven't already, so that I'll be able to send it. ^GA",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,381447,131539,23,"@EliminateAnime I'll send you a DM about this. Please follow us if you haven't already, so that I'll be able to send it. ^GA",Reply,,
1088476853768200192,2019/01/24,http://twitter.com/AskPlayStation/status/1088476853768200192,"@Ali000ahmed1 Hello, glad to assist you! Can you please provide us more details of your problem, are you getting any error code or message when you tried to sign in using the console?",@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,885660,1393236,3087,"@Ali000ahmed1 Hello, glad to assist you! Can you please provide us more details of your problem, are you getting any error code or message when you tried to sign in using the console?",Reply,,
1088996351550128129,2019/01/25,http://twitter.com/AskPlayStation/status/1088996351550128129,@Big_Dunk_Energy Sorry to hear that. Please check your Direct Messages for further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Sadness,Twitter,,886189,1393359,3087,@Big_Dunk_Energy Sorry to hear that. Please check your Direct Messages for further instructions.,Reply,,
1088560788741279744,2019/01/24,http://twitter.com/AskPS_UK/status/1088560788741279744,"@LucyMensah19 Yes, if you have a US account you'll need US vouchers to fund the wallet. Vouchers are digitally available as well, though make sure to purchase them from a trusted retailer to avoid scams. ^NL",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,381473,131543,23,"@LucyMensah19 Yes, if you have a US account you'll need US vouchers to fund the wallet. Vouchers are digitally available as well, though make sure to purchase them from a trusted retailer to avoid scams. ^NL",Reply,,
1088852672713838592,2019/01/25,http://twitter.com/AskPlayStation/status/1088852672713838592,"@Proeymo Sorry to hear that. Please follow us via Twitter so we can send you a direct message, let us know once you are following us.",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,885995,1393277,3086,"@Proeymo Sorry to hear that. Please follow us via Twitter so we can send you a direct message, let us know once you are following us.",Reply,,
1088145308188659712,2019/01/23,http://twitter.com/hoperagnier/status/1088145308188659712,"Gracias @PlayStationES @PlayStation ""PlayStation Now"" Ueeee",@hoperagnier,Hope Ragnier,Spain,País Vasco,Bilbao,Neutral,Neutral,Twitter,F,4981,435,769,"Gracias @PlayStationES @PlayStation ""PlayStation Now"" Ueeee",Tweet,,
1087479868235964417,2019/01/21,http://twitter.com/AskPlayStation/status/1087479868235964417,@harman097 Glad to help. Are you using the console or the website?,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,884911,1393327,3091,@harman097 Glad to help. Are you using the console or the website?,Reply,,
1087479537884188681,2019/01/21,http://twitter.com/AskPlayStation/status/1087479537884188681,"@FIREAARONBOONE Here to help. Try resetting it via PC. Try deleting cookies and browsing history. If it persists, try using a different browser or network connection.",@AskPlayStation,Ask PlayStation,,,,Negative,Neutral,Twitter,,884910,1393327,3091,"@FIREAARONBOONE Here to help. Try resetting it via PC. Try deleting cookies and browsing history. If it persists, try using a different browser or network connection.",Reply,,
1087331357976612864,2019/01/21,http://twitter.com/AskPS_UK/status/1087331357976612864,@VinceWeeb Alright! We've been made aware of this and are currently looking into the matter. ^NL,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,380511,131377,23,@VinceWeeb Alright! We've been made aware of this and are currently looking into the matter. ^NL,Reply,,
1087767175941836803,2019/01/22,http://twitter.com/AskPS_UK/status/1087767175941836803,@Maki0usd Hi! Please try from this page - https://t.co/UybABrxO2J. ^DK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,380848,131452,23,@Maki0usd Hi! Please try from this page - https://t.co/UybABrxO2J. ^DK,Reply,,
1088145778672103425,2019/01/23,http://twitter.com/AskPlayStation/status/1088145778672103425,@Banjo72532475 Here to help. Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,@AskPlayStation,Ask PlayStation,,,,Positive,Neutral,Twitter,,885354,1393194,3088,@Banjo72532475 Here to help. Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,Reply,,
1088197799102083072,2019/01/23,http://twitter.com/AskPlayStation/status/1088197799102083072,@ParagonDeer Hi there! Glad to assist! We suggest you to check our article about keeping your PSN account safe: https://t.co/fyGK3KRW7I,@AskPlayStation,Ask PlayStation,,,,Positive,Neutral,Twitter,,885487,1393218,3088,@ParagonDeer Hi there! Glad to assist! We suggest you to check our article about keeping your PSN account safe: https://t.co/fyGK3KRW7I,Reply,,
1088171793645481985,2019/01/23,http://twitter.com/AskPlayStation/status/1088171793645481985,@Coke4Brunch Please let us know the exact error message or error code that you see.,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,885424,1393210,3088,@Coke4Brunch Please let us know the exact error message or error code that you see.,Reply,,
1088536131711442945,2019/01/24,http://twitter.com/AskPS_UK/status/1088536131711442945,"@ItsPeterJanocko Hi there, congrats on the plat! Please sync your trophies and make sure you've opted in for our promo emails - the one with the avatar will come after 7 days. ^NL",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,381435,131540,23,"@ItsPeterJanocko Hi there, congrats on the plat! Please sync your trophies and make sure you've opted in for our promo emails - the one with the avatar will come after 7 days. ^NL",Reply,,
1089148393463730177,2019/01/26,http://twitter.com/AskPS_UK/status/1089148393463730177,"@DaClarkins Okay, thanks for clarifying that! Could you let us know the model of your headset? Are other headsets working with your console? ^GA",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,381848,131622,23,"@DaClarkins Okay, thanks for clarifying that! Could you let us know the model of your headset? Are other headsets working with your console? ^GA",Reply,,
1089211396892618752,2019/01/26,http://twitter.com/AskPS_UK/status/1089211396892618752,@yukselbrother I'm afraid we don't have access to their workload to give you an estimate. They'll be in touch as soon as they can. ^NL,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Sadness,Twitter,,381946,131634,23,@yukselbrother I'm afraid we don't have access to their workload to give you an estimate. They'll be in touch as soon as they can. ^NL,Reply,,
1088123548919574530,2019/01/23,http://twitter.com/AskPS_UK/status/1088123548919574530,"@beastiebean99 OK, if you have a disc, you mean it won't install. Is there any kind of logo on the game icon on the main screen? Please provide a screenshot of what you see there. ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,381086,131491,23,"@beastiebean99 OK, if you have a disc, you mean it won't install. Is there any kind of logo on the game icon on the main screen? Please provide a screenshot of what you see there. ^DB",Reply,,
1087256200998252544,2019/01/21,http://twitter.com/AskPlayStation/status/1087256200998252544,@ssureiz Let us know the error please.,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,884698,1393340,3091,@ssureiz Let us know the error please.,Reply,,
1089193999318073344,2019/01/26,http://twitter.com/PlayStation/status/1089193999318073344,"Like sweet, low-hanging wumpa fruit, this Crash Bandicoot N. Sane Trilogy dynamic theme is free for the picking: https://t.co/zg2ynieha5 https://t.co/TGdVOyNng5",@PlayStation,PlayStation,United States of America,California,,Neutral,Neutral,Twitter,,29118,16031726,755,"Like sweet, low-hanging wumpa fruit, this Crash Bandicoot N. Sane Trilogy dynamic theme is free for the picking: https://t.co/zg2ynieha5 https://t.co/TGdVOyNng5",Tweet,,
1088845409408241665,2019/01/25,http://twitter.com/AskPS_UK/status/1088845409408241665,"@D7xrq Depending on your region, it may not work. Please refer to your direct messages so we can provide contact details so you can get assistance. ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,381605,131557,23,"@D7xrq Depending on your region, it may not work. Please refer to your direct messages so we can provide contact details so you can get assistance. ^DB",Reply,,
1088141575341989888,2019/01/23,http://twitter.com/AskPS_UK/status/1088141575341989888,"@Toxiic_YT_ Your controller would have to be booked in separately, and we could only service it if it's in warranty (since we just replace them, rather than repair them). You should not send anything except your PS4 with it's original HDD, ie no cables, no accessories, etc. ^AH",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Anger,Twitter,,381134,131488,23,"@Toxiic_YT_ Your controller would have to be booked in separately, and we could only service it if it's in warranty (since we just replace them, rather than repair them). You should not send anything except your PS4 with it's original HDD, ie no cables, no accessories, etc. ^AH",Reply,,
1087849225206067201,2019/01/22,http://twitter.com/AskPlayStation/status/1087849225206067201,@jennahp You are welcome.,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,885214,1393230,3089,@jennahp You are welcome.,Reply,,
1088460832722292737,2019/01/24,http://twitter.com/AskPlayStation/status/1088460832722292737,@RogueGamingUSA That's strange! Please try signing out of the account and signing back in and check if there is any change.,@AskPlayStation,Ask PlayStation,,,,Positive,Unclassified,Twitter,,885629,1393249,3087,@RogueGamingUSA That's strange! Please try signing out of the account and signing back in and check if there is any change.,Reply,,
1088456097478803457,2019/01/24,http://twitter.com/AskPlayStation/status/1088456097478803457,"@rudedudevinay Hello, glad to assist you! Can you please provide us more details of your problem?",@AskPlayStation,Ask PlayStation,,,,Negative,Joy,Twitter,,885612,1393234,3087,"@rudedudevinay Hello, glad to assist you! Can you please provide us more details of your problem?",Reply,,
1087476546632331267,2019/01/21,http://twitter.com/AskPlayStation/status/1087476546632331267,@RamseyAldali Thank you for your reply. Please check your Direct Messages for further instructions.,@AskPlayStation,Ask PlayStation,,,,Positive,Joy,Twitter,,884906,1393343,3091,@RamseyAldali Thank you for your reply. Please check your Direct Messages for further instructions.,Reply,,
1088453591495397376,2019/01/24,http://twitter.com/AskPS_UK/status/1088453591495397376,"@trashdinho Please make sure to check the guide here for how to remotely deactivate, as you may be in the wrong area of account management. You can only remotely deactivate once every 6 months. Guide: https://t.co/Qdd1SccI5P ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,381333,131526,23,"@trashdinho Please make sure to check the guide here for how to remotely deactivate, as you may be in the wrong area of account management. You can only remotely deactivate once every 6 months. Guide: https://t.co/Qdd1SccI5P ^DB",Reply,,
1088130458431442944,2019/01/23,http://twitter.com/AskPS_UK/status/1088130458431442944,"@TheEmeraldBat13 Consoles should not be repaired at 3rd party places, this is likely why the bluetooth isn't working, & thus also voids the warranty. Please use the tool linked below, to try fix this & book a repair if it can't be fixed. https://t.co/rdorV8SIIy ^AH",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,381108,131486,23,"@TheEmeraldBat13 Consoles should not be repaired at 3rd party places, this is likely why the bluetooth isn't working, & thus also voids the warranty. Please use the tool linked below, to try fix this & book a repair if it can't be fixed.  https://t.co/rdorV8SIIy ^AH",Reply,,
1088007502862712832,2019/01/23,http://twitter.com/AskPS_UK/status/1088007502862712832,@joshh220 So there is no error code report when running the network test in [Settings] > [Network]? Are you just seeing the error when signing in via [Settings] > [Account Management]? ^DB,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,380982,131485,23,@joshh220 So there is no error code report when running the network test in [Settings] > [Network]? Are you just seeing the error when signing in via [Settings] > [Account Management]? ^DB,Reply,,
1087376184961388544,2019/01/21,http://twitter.com/AskPlayStation/status/1087376184961388544,@Alexecuted Let's take a look. Let us know more details to better understand your concern.,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,884746,1393346,3091,@Alexecuted Let's take a look. Let us know more details to better understand your concern.,Reply,,
1089254167745626112,2019/01/26,http://twitter.com/AskPS_UK/status/1089254167745626112,"@anthonyfuller69 Hello! As we are account and tech support, I'm afraid we don't receive information regarding stocking of controllers. You would need to ask directly to the retailers about this. ^MM",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Neutral,Twitter,,382034,131658,23,"@anthonyfuller69 Hello! As we are account and tech support, I'm afraid we don't receive information regarding stocking of controllers. You would need to ask directly to the retailers about this. ^MM",Reply,,
1089025715541032960,2019/01/26,http://twitter.com/AskPlayStation/status/1089025715541032960,"@Witeboyslim_VFL We can help! Is the freezing happening on all channels, or just certain channels or watching certain events? What device are you using that is having this issue? Have you tried any other devices to see if it is happening on them? Thanks in advance for this information!",@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,886226,1393366,3087,"@Witeboyslim_VFL We can help! Is the freezing happening on all channels, or just certain channels or watching certain events? What device are you using that is having this issue? Have you tried any other devices to see if it is happening on them? Thanks in advance for this information!",Reply,,
1087739825569087489,2019/01/22,http://twitter.com/AskPlayStation/status/1087739825569087489,@yoangomez10 We have sent you a Direct Message via Twitter with further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,885062,1393216,3090,@yoangomez10 We have sent you a Direct Message via Twitter with further instructions.,Reply,,
1088941776969367553,2019/01/25,http://twitter.com/elbitrfe/status/1088941776969367553,"I liked a @YouTube video https://t.co/guycLzapCE Oye mira 4 cosas -PsNow, KH3 Filtrado, Fallout76 Free2play, Sorry Metroid 4, de",@elbitrfe,juan jose,,,,Neutral,Neutral,Twitter,M,372,11,23,"I liked a @YouTube video https://t.co/guycLzapCE Oye mira 4 cosas -PsNow, KH3 Filtrado, Fallout76 Free2play, Sorry Metroid 4, de",Tweet,,
1089246223922589696,2019/01/26,http://twitter.com/AskPS_UK/status/1089246223922589696,@Joe82726987 Are you able to test this disc on a friend or relative's console? ^DK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,382008,131654,23,@Joe82726987 Are you able to test this disc on a friend or relative's console? ^DK,Reply,,
1087374453066088449,2019/01/21,http://twitter.com/AskPlayStation/status/1087374453066088449,@marleneglaser We would be happy to look into that. What version of the Amazon Fire TV are you running? Is it a Fire TV Stick?,@AskPlayStation,Ask PlayStation,,,,Negative,Neutral,Twitter,,884742,1393346,3091,@marleneglaser We would be happy to look into that. What version of the Amazon Fire TV are you running? Is it a Fire TV Stick?,Reply,,
1087447326891880449,2019/01/21,http://twitter.com/AskPlayStation/status/1087447326891880449,@diddlyuk We have sent you a Direct Message via Twitter with further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,884864,1393344,3091,@diddlyuk We have sent you a Direct Message via Twitter with further instructions.,Reply,,
1087788591894458371,2019/01/22,http://twitter.com/AskPlayStation/status/1087788591894458371,@Liam62821484 We have sent you a Direct Message via Twitter with further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,885132,1393214,3089,@Liam62821484 We have sent you a Direct Message via Twitter with further instructions.,Reply,,
1087754284337414150,2019/01/22,http://twitter.com/AskPlayStation/status/1087754284337414150,@oneLankyMunkey Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,@AskPlayStation,Ask PlayStation,,,,Positive,Neutral,Twitter,,885075,1393212,3090,@oneLankyMunkey Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,Reply,,
1088819189861748736,2019/01/25,http://twitter.com/AskPS_UK/status/1088819189861748736,"@TheCosmic1210 Hi, sorry to hear that! What do you mean by failing, can you elaborate on what exactly happens? Any particular error codes or messages you've seen? ^NL",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,381570,131553,23,"@TheCosmic1210 Hi, sorry to hear that! What do you mean by failing, can you elaborate on what exactly happens? Any particular error codes or messages you've seen? ^NL",Reply,,
1088384733447360512,2019/01/24,http://twitter.com/TechDr__/status/1088384733447360512,PlayStation Now game streaming expands throughout Europe https://t.co/oMNiD1IRTM #main,@TechDr__,TechDr,United States of America,California,Irvine,Neutral,Neutral,Twitter,,13258,3,0,PlayStation Now game streaming expands throughout Europe https://t.co/oMNiD1IRTM #main,Tweet,,
1088876721380737025,2019/01/25,http://twitter.com/AskPlayStation/status/1088876721380737025,"@ShadowRas1 Hello, glad to assist you! Please follow this link for more info on how to reset your password: https://t.co/V5bCXrkqA1",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,886032,1393279,3086,"@ShadowRas1 Hello, glad to assist you! Please follow this link for more info on how to reset your password: https://t.co/V5bCXrkqA1",Reply,,
1089349782282387458,2019/01/26,http://twitter.com/AskPlayStation/status/1089349782282387458,Slow online gameplay or streaming? Getting NAT Type Errors? Check out the Fix & Connect page for troubleshooting help: https://t.co/YKI9rjuOJ6,@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,886518,1393574,3086,Slow online gameplay or streaming? Getting NAT Type Errors? Check out the Fix & Connect page for troubleshooting help: https://t.co/YKI9rjuOJ6,Tweet,,
1087501367323836416,2019/01/21,http://twitter.com/AskPlayStation/status/1087501367323836416,"@sethiwl Thanks for the details. Please download the update file to an USB and install it manually: https://t.co/RhaVd8jm8i scroll down to Perform a New Installation of the System Software and click on Download Now, the file size should be 980MB.",@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,884948,1393332,3091,"@sethiwl Thanks for the details. Please download the update file to an USB and install it manually: https://t.co/RhaVd8jm8i scroll down to Perform a New Installation of the System Software and click on Download Now, the file size should be 980MB.",Reply,,
