GUID,Date (EST),URL,Contents,Author,Name,Country,State/Region,City/Urban Area,Category,Emotion,Source,Gender,Posts,Followers,Following,Post Title,Post Type,Image URL,Brand
1049002073671589891,2018/10/07,http://twitter.com/AskPS_UK/status/1049002073671589891,@Stfhj1 Hi! Sorry to hear that! Can I check that you are using the steps and file here: https://t.co/7I8fC2e4mJ ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,335636,120875,23,@Stfhj1 Hi! Sorry to hear that! Can I check that you are using the steps and file here: https://t.co/7I8fC2e4mJ ^MM,Reply,,
1049149321906675712,2018/10/08,http://twitter.com/AskPlayStation/status/1049149321906675712,@damien05666622 Try to contact us again over the chat by clearing your browser's cache. If the issue persists try using a different network or a different device or contact our phone support.,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,842887,1368510,3123,@damien05666622 Try to contact us again over the chat by clearing your browser's cache. If the issue persists try using a different network or a different device or contact our phone support.,Reply,,
1049675547511574528,2018/10/09,http://twitter.com/AskPlayStation/status/1049675547511574528,@ag_Gamer_ Please start your console in safe mode and choose option 5 Rebuild Database: https://t.co/OOaq76kzAA This option scans the drive and creates a new database of all content.,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,843322,1368929,3124,"@ag_Gamer_ Please start your console in safe mode and choose option 5 Rebuild Database: https://t.co/OOaq76kzAA 
This option scans the drive and creates a new database of all content.",Reply,,
1049628741973004289,2018/10/09,http://twitter.com/AskPS_UK/status/1049628741973004289,"@joonsson Hello! We certainly can help. Could you let me know which devices you've attempted this purchase from? If any attempts were from the console, could you let me know the error code and message you received? ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,336260,121032,23,"@joonsson Hello! We certainly can help. Could you let me know which devices you've attempted this purchase from? If any attempts were from the console, could you let me know the error code and message you received? ^AS",Reply,,
1049277615838842880,2018/10/08,http://twitter.com/AskPS_UK/status/1049277615838842880,"@ChloeRoseeBurns Do you know which account these payment methods are attached to? Any purchases, including subscription renewals, would show in transaction history. Do you have purchase confirmation emails for the dates of these transactions? ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,335890,120947,23,"@ChloeRoseeBurns Do you know which account these payment methods are attached to? Any purchases, including subscription renewals, would show in transaction history. Do you have purchase confirmation emails for the dates of these transactions? ^AS",Reply,,
1049395012805558274,2018/10/08,http://twitter.com/AskPS_UK/status/1049395012805558274,"@Totthott77 Then you must go to the following FAQ and read beneath ""Has my account been compromised?"" for assistance with regaining control of your account, as it looks to be compromised: https://t.co/yioO6gCNl2 ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,336149,121006,23,"@Totthott77 Then you must go to the following FAQ and read beneath ""Has my account been compromised?"" for assistance with regaining control of your account, as it looks to be compromised: https://t.co/yioO6gCNl2 ^DB",Reply,,
1049477065970454530,2018/10/08,http://twitter.com/AskPlayStation/status/1049477065970454530,@RyuCereal In order for us to make further suggestions would you let us know the last step you tried from the suggested article: https://t.co/cUXuBEew8d?,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,843214,1368721,3123,@RyuCereal In order for us to make further suggestions would you let us know the last step you tried from the suggested article: https://t.co/cUXuBEew8d?,Reply,,
1049550859741343744,2018/10/09,http://twitter.com/AskPlayStation/status/1049550859741343744,@ScreamYourBeard Here you have the article about issues with 2 step verification feature: https://t.co/oiLkb8DKLj Scroll all the way down and there you will find more contact options.,@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,843289,1368737,3123,@ScreamYourBeard Here you have the article about issues with 2 step verification feature: https://t.co/oiLkb8DKLj Scroll all the way down and there you will find more contact options.,Reply,,
1049413326751461376,2018/10/08,http://twitter.com/XboxJuan4K/status/1049413326751461376,@BulletHellHoney @JayDubcity16 So you will be able to stream and play Red Dead 2 on your phone on PSNow? Asking for a friend 😂 https://t.co/alNo85S3yo,@XboxJuan4K,Xbox Juan ✖️,,,,Neutral,Sadness,Twitter,M,21667,717,1038,@BulletHellHoney @JayDubcity16 So you will be able to stream and play Red Dead 2 on your phone on PSNow? Asking for a friend 😂 https://t.co/alNo85S3yo,Reply,,
1049462893614383109,2018/10/08,http://twitter.com/AskPlayStation/status/1049462893614383109,"@Riobux Hi there! For further assistance with European issues, please contact @AskPS_UK.",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,843187,1368737,3123,"@Riobux Hi there! For further assistance with European issues, please contact @AskPS_UK.",Reply,,
1048937198018605056,2018/10/07,http://twitter.com/AskPS_UK/status/1048937198018605056,"@Suzzane23616736 Okay in this case you would need to speak to the game publisher's ""505 Games"" who will be able to provide information for how to do this specifically in this game. ^DK",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,335415,120829,23,"@Suzzane23616736 Okay in this case you would need to speak to the game publisher's ""505 Games"" who will be able to provide information for how to do this specifically in this game. ^DK",Reply,,
1049537475062972418,2018/10/09,http://twitter.com/AskPlayStation/status/1049537475062972418,"@oRECKIo It is a pleasure to help you. Please access this link page: https://t.co/eC1vdKi5Wm and follow the proper troubleshooting depending on your issue. At the end, if this is not working you can get further information how to send this console for service.",@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,843268,1368723,3123,"@oRECKIo It is a pleasure to help you. Please access this link page: https://t.co/eC1vdKi5Wm and follow the proper troubleshooting depending on your issue. At the end, if this is not working you can get further information how to send this console for service.",Reply,,
1049649280267558912,2018/10/09,http://twitter.com/AskPS_UK/status/1049649280267558912,@cpn78 Ok! Do you have all the accounts on the same primary console? https://t.co/YUjv0CRToq ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,336300,121048,23,@cpn78 Ok! Do you have all the accounts on the same primary console? https://t.co/YUjv0CRToq ^MM,Reply,,
1049539648953946112,2018/10/09,http://twitter.com/AskPlayStation/status/1049539648953946112,"@KjMckay95 Glad to assist. For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,843275,1368725,3123,"@KjMckay95 Glad to assist. For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",Reply,,
1048975236111257602,2018/10/07,http://twitter.com/AskPlayStation/status/1048975236111257602,@kostaspy Hi there! Glad to assist! Just to make sure are you receiving any error code or message? Please provide us with more details.,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,842628,1368384,3123,@kostaspy Hi there! Glad to assist! Just to make sure are you receiving any error code or message? Please provide us with more details.,Reply,,
1048928287236542464,2018/10/07,http://twitter.com/AskPS_UK/status/1048928287236542464,@souldedeh Which games is this happening with so far? ^NL,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,335382,120822,23,@souldedeh Which games is this happening with so far? ^NL,Reply,,
1050127602013413378,2018/10/10,http://twitter.com/AskPlayStation/status/1050127602013413378,@iiwikii Please start your console in safe mode and choose option 5 Rebuild Database: https://t.co/OOaq76kzAA This option scans the drive and creates a new database of all content.,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,843768,1370079,3125,"@iiwikii Please start your console in safe mode and choose option 5 Rebuild Database: https://t.co/OOaq76kzAA 
This option scans the drive and creates a new database of all content.",Reply,,
1049365357201448961,2018/10/08,http://twitter.com/AskPS_UK/status/1049365357201448961,"@debar05715839 Hello! Do you need help? Let us know what the problem is and provide as much info as you can, so we can help. ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,336071,120985,23,"@debar05715839 Hello! Do you need help? Let us know what the problem is and provide as much info as you can, so we can help. ^DB",Reply,,
1049735354603974656,2018/10/09,http://twitter.com/AskPlayStation/status/1049735354603974656,@TexasPete777 Thank you for the information. Please check your Direct Messages for further assistance on this matter.,@AskPlayStation,Ask PlayStation,,,,Positive,Joy,Twitter,,843389,1369104,3124,@TexasPete777 Thank you for the information. Please check your Direct Messages for further assistance on this matter.,Reply,,
1049034866967400449,2018/10/07,http://twitter.com/AskPS_UK/status/1049034866967400449,@05toarob They need to manually update their console likely. All instruction can be found here - https://t.co/7I8fC2e4mJ. ^DK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,335738,120897,23,@05toarob They need to manually update their console likely. All instruction can be found here - https://t.co/7I8fC2e4mJ. ^DK,Reply,,
1049303936438427649,2018/10/08,http://twitter.com/StarFire2258/status/1049303936438427649,"That's how PlayStation Now originally worked, too (PS3s in a data center) and the prices never made much sense. Since MS made every Xbox an x86 Windows PC, I figured they could virtualize or something",@StarFire2258,Sean Hollister,United States of America,California,,Negative,Neutral,Twitter,M,21407,11519,1593,"That's how PlayStation Now originally worked, too (PS3s in a data center) and the prices never made much sense. Since MS made every Xbox an x86 Windows PC, I figured they could virtualize or something",Reply,,
1049071841153830912,2018/10/07,http://twitter.com/AskPlayStation/status/1049071841153830912,@themastermem Thank you for contacting us. You will receive and email with more details and time of the suspension. Also you can check this link: https://t.co/2CpHxuUKRB for more information about banned accounts.,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,842765,1368493,3123,@themastermem Thank you for contacting us. You will receive and email with more details and time of the suspension. Also you can check this link: https://t.co/2CpHxuUKRB for more information about banned accounts.,Reply,,
1048988881222361089,2018/10/07,http://twitter.com/AskPS_UK/status/1048988881222361089,@smillie_ryan Ok. Did you receive an auto-response email with a reference number? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,335579,120867,23,@smillie_ryan Ok. Did you receive an auto-response email with a reference number? ^MM,Reply,,
1050115259128848384,2018/10/10,http://twitter.com/AskPS_UK/status/1050115259128848384,@Team_Profuse Hello! I'm afraid we don't discuss bans or suspensions here. Please refer to the following FAQ for assistance with these: https://t.co/7nxsIZKcGD ^DB,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,337008,121160,23,@Team_Profuse Hello! I'm afraid we don't discuss bans or suspensions here. Please refer to the following FAQ for assistance with these: https://t.co/7nxsIZKcGD ^DB,Reply,,
1049471231806853120,2018/10/08,http://twitter.com/AskPlayStation/status/1049471231806853120,"@WARRlORGFX Glad to assist. Please explain to us more about the issue, any information will be appreciated.",@AskPlayStation,Ask PlayStation,,,,Positive,Anger,Twitter,,843202,1368739,3123,"@WARRlORGFX Glad to assist. Please explain to us more about the issue, any information will be appreciated.",Reply,,
1049039161255243777,2018/10/07,http://twitter.com/PlayStation/status/1049039161255243777,Last chance to help choose the best new game of September 2018! Cast your vote in the https://t.co/6rfZPfxTMf Players' Choice poll: https://t.co/rvvHEc4WEA https://t.co/A2FKzFNLra,@PlayStation,PlayStation,United States of America,California,,Neutral,Neutral,Twitter,,28128,15777779,805,Last chance to help choose the best new game of September 2018! Cast your vote in the https://t.co/6rfZPfxTMf Players' Choice poll: https://t.co/rvvHEc4WEA https://t.co/A2FKzFNLra,Tweet,,
1049065018308870146,2018/10/07,http://twitter.com/AskPlayStation/status/1049065018308870146,@DarkWar97775807 Please follow us as @AskPlayStation to provide you with further information in regards this matter.,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,842748,1368491,3123,@DarkWar97775807 Please follow us as @AskPlayStation to provide you with further information in regards this matter.,Reply,,
1049916258756517888,2018/10/10,http://twitter.com/AskPlayStation/status/1049916258756517888,"@Abyssal_Mermaid Hi there! In this case, the only way to send the controller for repair is with a copy of the proof of purchase. You can contact with the person who gave you the console to know where did they purchase it and request a copy of the receipt.",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,843666,1369295,3124,"@Abyssal_Mermaid Hi there! In this case, the only way to send the controller for repair is with a copy of the proof of purchase. You can contact with the person who gave you the console to know where did they purchase it and request a copy of the receipt.",Reply,,
1049650948098920448,2018/10/09,http://twitter.com/AskPS_UK/status/1049650948098920448,@TobiWieschhaus Hi! Sorry to hear that! I'm going to need to send you a DM to help you further. Please make sure that you are following us so that I can send you it. ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,336306,121047,23,@TobiWieschhaus Hi! Sorry to hear that! I'm going to need to send you a DM to help you further. Please make sure that you are following us so that I can send you it. ^MM,Reply,,
1049322678522454016,2018/10/08,http://twitter.com/AskPS_UK/status/1049322678522454016,@waleedMJ5 Hi! Sorry we do not deal with bans or suspension here. Please contact our team at https://t.co/sRiJMB9p1S for help with this. ^DK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Unclassified,Twitter,,335977,120972,23,@waleedMJ5 Hi! Sorry we do not deal with bans or suspension here. Please contact our team at https://t.co/sRiJMB9p1S for help with this. ^DK,Reply,,
1049365646671302656,2018/10/08,http://twitter.com/AskPlayStation/status/1049365646671302656,@JaOverPowered What is the exact error message or error code that you see and what are you trying to do when you see it?,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,843045,1368671,3123,@JaOverPowered What is the exact error message or error code that you see and what are you trying to do when you see it?,Reply,,
1049051709660696577,2018/10/07,http://twitter.com/KingMarshal01/status/1049051709660696577,"@BrokenDreams_23 @PlayStation Well they don't ""whine just to whine"". PSNow only has a few downloadable games, and you need a great connection to play most of the games on there, and they made BC locked behind a paywall...",@KingMarshal01,Marshal,United States of America,,,Negative,Anger,Twitter,,5418,126,58,"@BrokenDreams_23 @PlayStation Well they don't ""whine just to whine"". PSNow only has a few downloadable games, and you need a great connection to play most of the games on there, and they made BC locked behind a paywall...",Reply,,
1049574987399655424,2018/10/09,http://twitter.com/AskPS_UK/status/1049574987399655424,"@smwalsh1970 Hello! As long as the game hasn't been downloaded, you can find out how to request a refund and check our cancellation policy here: https://t.co/xa7DOhHMWn ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,336195,121023,23,"@smwalsh1970 Hello! As long as the game hasn't been downloaded, you can find out how to request a refund and check our cancellation policy here: https://t.co/xa7DOhHMWn ^AS",Reply,,
1050104199399260161,2018/10/10,http://twitter.com/AskPS_UK/status/1050104199399260161,"@MonkhouseDaniel I'm going to send you a DM. Please follow us if you haven't already, ^NJ",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,336966,121159,23,"@MonkhouseDaniel I'm going to send you a DM. Please follow us if you haven't already, ^NJ",Reply,,
1049471128215977984,2018/10/08,http://twitter.com/AskPlayStation/status/1049471128215977984,@Pride_N_Black Hello there! Please access your Transaction history by going to Settings – Account management – Account information – Wallet – Transaction history to verify remaining balance. You can also sign in to your account from the website and go to Account – Transaction history.,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,843201,1368739,3123,@Pride_N_Black Hello there! Please access your Transaction history by going to Settings – Account management – Account information – Wallet – Transaction history to verify remaining balance. You can also sign in to your account from the website and go to Account – Transaction history.,Reply,,
1049400102656335882,2018/10/08,http://twitter.com/AskPS_UK/status/1049400102656335882,@Fusion_R3actor Hello! Are you seeing the payment for this recorded on your transaction history at https://t.co/srTF9P3t0f? ^DB,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,336169,121010,23,@Fusion_R3actor Hello! Are you seeing the payment for this recorded on your transaction history at https://t.co/srTF9P3t0f? ^DB,Reply,,
1049780402607538176,2018/10/09,http://twitter.com/AskPlayStation/status/1049780402607538176,@dvnirosado We have sent you a DM with more details.,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,843432,1369157,3124,@dvnirosado We have sent you a DM with more details.,Reply,,
1048790616363159552,2018/10/07,http://twitter.com/AskPlayStation/status/1048790616363159552,"@squidkidforlife Due to security restrictions, we cannot handle this kind of issues via Twitter. We suggest to scroll down until the bottom of the page we previously sent. The ""Live Chat"" option will become available during regular business hours.",@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,842563,1368222,3122,"@squidkidforlife Due to security restrictions, we cannot handle this kind of issues via Twitter. We suggest to scroll down until the bottom of the page we previously sent. The ""Live Chat"" option will become available during regular business hours.",Reply,,
1048970620908789760,2018/10/07,http://twitter.com/AskPS_UK/status/1048970620908789760,@CPara86 Ok. Can you try on the console and let us know how you get on? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,335512,120848,23,@CPara86 Ok. Can you try on the console and let us know how you get on? ^MM,Reply,,
1049874404732272641,2018/10/10,http://twitter.com/AskPlayStation/status/1049874404732272641,"@akil47242551 Here to assist! Make sure you are signed in on the account that was used to purchase the content, verify that the console is set up as primary, restore licenses and check in game again. Steps here: https://t.co/PR9L0S0kEu",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,843600,1369236,3124,"@akil47242551 Here to assist! Make sure you are signed in on the account that was used to purchase the content, verify that the console is set up as primary, restore licenses and check in game again. Steps here: https://t.co/PR9L0S0kEu",Reply,,
1049017473532645376,2018/10/07,http://twitter.com/AskPS_UK/status/1049017473532645376,@LazioBosnia Ok. Are you playing the base game on disc or digitally? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,335695,120881,23,@LazioBosnia Ok. Are you playing the base game on disc or digitally? ^MM,Reply,,
1050036649529360384,2018/10/10,http://twitter.com/AskPS_UK/status/1050036649529360384,"@MatlaGrozniGon Alright, could you let me know how long this process has been going on for? It can take some time compared to the download as this ensures proper installation of the file. ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,336797,121138,23,"@MatlaGrozniGon Alright, could you let me know how long this process has been going on for? It can take some time compared to the download as this ensures proper installation of the file. ^AS",Reply,,
1049991293668081664,2018/10/10,http://twitter.com/AskPS_UK/status/1049991293668081664,@AbbieSutherlan9 Hi! We do not make any of these USB sticks ourselves so we cannot guarantee which ones will work however most should be compatible. ^DK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,336692,121128,23,@AbbieSutherlan9 Hi! We do not make any of these USB sticks ourselves so we cannot guarantee which ones will work however most should be compatible. ^DK,Reply,,
1049779507547308033,2018/10/09,http://twitter.com/AskPS_UK/status/1049779507547308033,"@Aaron97Gregory I'm afraid that seeing this error code definitely means a suspension has been applied. We can't help with these here, nor can they be lifted early. Please contact support via the form for the reasoning behind it. ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Fear,Twitter,,336612,121098,23,"@Aaron97Gregory I'm afraid that seeing this error code definitely means a suspension has been applied. We can't help with these here, nor can they be lifted early. Please contact support via the form for the reasoning behind it. ^DB",Reply,,
